Año,Tigre de Bengala,Rinoceronte de Java,Gorila de montaña,Elefante asiático,Leopardo de Amur,Orangután de Borneo,Lince ibérico,Cóndor de California,Vaquita marina,Oso polar,Pangolín malayo,Tortuga carey,Atún rojo del Atlántico,Ajolote,Iguana de Ricord,Cacatúa de las Filipinas,Gato de cabeza plana,Mono narigudo,Canguro arborícola de Matschie,Delfín del río Irawadi,Tiburón martillo gigante,Geco de cola de hoja satánico,Pez napoleón,Rana dorada de Panamá,Ciempiés gigante amazónico,Águila monera,Caracol tigre de Borneo,Murciélago de la isla de Navidad,Langur de Delacour,Pez sierra verde,Cangrejo de los cocoteros,Pato serrucho brasileño,Salamandra gigante china,Gacela de Cuvier,Pez ángel de Clarión,Tortuga gigante de Aldabra,Mono araña de cabeza negra,Pez payaso de Mauritania,Tortuga de caparazón blando de Shanghái,Loro orejiamarillo,Pez guitarra común,Cerceta pardilla,Pez sapo de Borneo,Tortuga estrellada de Birmania,Pez loro bicolor,Gorrión de Worthen,Pez ángel emperador,Tortuga de caja de Indochina,Pez cirujano de aleta amarilla,Pez ballesta payaso,Pez mariposa de bandas de cobre,Pez león rojo,Pez escorpión de aletas voladoras,Pez piedra,Ocelote,Zorro de Darwin,Gavial del Ganges,Pez loro azul,Caimán del Orinoco,Tapir malayo,Lobo etíope,Mofeta moteada pigmea,Tortuga mapa de Barbour,Tiburón duende,Iguana azul,Gacela dama,Pato eider de Steller,Caballo de Przewalski,Guacamayo de Spix,Gato de Pallas,Dugongo,Zorro isleño,Salamandra de cueva olm,Tortuga gigante de Galápagos,Pangolín chino,Mariposa monarca,Ciervo almizclero,Gorila de río Cross,Cangrejo de los Yeti,Cebra de Grévy,Antílope saiga,Búho nival,Águila harpía,Gato andino,Dragón de Komodo,Oso panda gigante,Águila filipina,Lobo de crin,Pingüino de Galápagos,Buitre egipcio,Delfín rosado del Amazonas,Periquito de Mauricio,Gaviota rosada,Tortuga laúd,Pez espátula chino,Cabra de los Pirineos,Lémur de cola anillada,Mono capuchino de pecho amarillo,Gato de arena,Rana de Darwin,Lagarto de cola de látigo,Ganso nival
1943,27444.0,680.0799999999999,3645.672,146680.0,238.08,186896.8,2656.3360000000002,292.0125,3283.4399999999996,67320.0,8092.5372,17451.3636,52539.894,44174.0376,62913.906,61364.19959999999,47581.1028,40283.6148,12841.29,37656.1152,62252.8236,58198.14,55197.0144,41836.014,44278.3836,,22732.6176,18491.4576,41105.592,7634.088,36219.5064,,20332.6596,31078.9512,64992.7476,15323.3784,35310.0132,30415.8492,17435.2068,4245.8724,60295.8312,34476.5916,55786.0644,61672.5252,40676.76360000001,42072.3072,3670.9596,5036.8824,54063.3456,67226.4252,25549.2864,14648.832,59850.1728,27053.2152,23397.066,54642.2976,27236.9988,3879.6516,52057.2096,62194.2552,67320.0,6052.068,52158.1896,20644.3512,25964.6508,53826.3792,20650.41,67320.0,44230.5864,35143.0596,18048.492,14887.818,11765.5164,57365.3916,24792.6096,9004.05,51307.2648,28391.5368,21699.9288,55813.66559999999,16697.3796,58834.9872,28807.5744,53308.0152,48593.5956,67320.0,25996.9644,31735.9944,38076.8652,55903.8744,67320.0,67320.0,63591.8184,54680.67,6560.0,65779.0452,67320.0,53794.7388,67118.7132,65161.0476,,9659.7468
1944,27152.0,672.64,3614.1760000000004,145440.0,236.64,185894.4,2625.0879999999997,284.85,3243.52,66560.0,8001.1776,17254.3488,51946.75199999999,43675.34080000001,62203.648,,47043.9424,39828.8384,12696.32,,61550.0288,57541.12,54573.8752,41363.712,43778.5088,52764.1088,22475.9808,18282.7008,40641.536,7547.904,35810.6112,,20103.1168,30728.0896,64259.0208,15150.3872,34911.3856,30072.4736,17238.3744,4197.9392,59615.1296,34087.3728,55156.2752,60976.2816,40217.5488,41597.3376,3629.5168,4980.019200000001,53453.0048,66467.4816,25260.8512,14483.456,59174.5024,26747.8016,23132.928,54025.4208,26929.5104,3835.8528,,61492.1216,66560.0,5983.744000000001,51569.35679999999,,25671.5264,53218.7136,20417.28,66560.0,43731.2512,34746.3168,17844.736,14719.744,11632.6912,56717.77279999999,24512.7168,,50728.0384,28071.0144,21454.9504,55183.56479999999,16508.8768,58170.7776,28482.3552,52706.2016,48045.0048,66560.0,25703.4752,31377.7152,37647.0016,55272.7552,66560.0,66560.0,62873.9072,54063.36,6480.0,65036.4416,66560.0,53187.4304,66360.9856,64425.4208,58447.6672,9550.6944
1945,26860.0,665.2,3582.6800000000003,144200.0,235.2,184892.0,2593.84,277.6875,3203.6,65800.0,7909.818,17057.334,51353.61,43176.644,61493.39,59978.674,46506.782,39374.062,12551.35,36805.88800000001,60847.234,56884.10000000001,53950.736,40891.41,43278.63400000001,52161.634,22219.344,18073.944,40177.48,7461.72,35401.716,9979.228,19873.574,30377.228,63525.294,14977.396,34512.758,29729.098,17041.542,4150.005999999999,58934.428,33698.154,54526.486,60280.038,39758.334,41122.368,3588.074,4923.156,52842.664,65708.538,24972.416,14318.08,58498.832,26442.388,22868.79,53408.544,26622.022,3792.054,50881.82399999999,60789.988,65800.0,5915.42,50980.524,20178.228,25378.402,52611.048,20184.15,65800.0,43231.916,34349.574,17640.98,14551.67,11499.866,56070.15399999999,24232.824,8800.75,50148.812,27750.492,21209.972,54553.46399999999,16320.374,57506.568,28157.136,52104.38800000001,47496.414,65800.0,,31019.436,37217.13800000001,54641.636,65800.0,65800.0,62155.996,53446.05,6400.0,64293.838,65800.0,,65603.258,63689.794,57780.296,9441.642
1946,26568.0,657.76,3551.184,142960.0,233.76,183889.6,2562.5919999999996,270.52500000000003,3163.68,65040.0,7818.4584,16860.3192,50760.46799999999,42677.9472,60783.132,59285.9112,45969.6216,38919.2856,12406.38,36380.7744,60144.4392,56227.08,53327.5968,40419.108,42778.7592,51559.15919999999,21962.7072,17865.1872,39713.424,7375.536,34992.8208,9863.966400000001,19644.0312,,62791.5672,14804.4048,34114.1304,29385.7224,16844.7096,4102.0728,58253.7264,33308.9352,53896.69680000001,59583.7944,39299.1192,40647.39840000001,3546.6312,4866.2928,52232.3232,64949.5944,,14152.704,57823.1616,26136.9744,22604.652,,26314.5336,3748.2552,50294.1312,60087.8544,65040.0,5847.096,50391.6912,19945.1664,,52003.3824,19951.02,65040.0,42732.5808,33952.8312,17437.224,14383.596,11367.0408,55422.5352,23952.9312,8699.099999999999,49569.5856,27429.9696,,53923.36319999999,16131.8712,56842.3584,27831.9168,51502.5744,,65040.0,25116.4968,30661.1568,36787.2744,54010.5168,65040.0,65040.0,61438.0848,52828.74000000001,6320.0,63551.2344,65040.0,51972.8136,64845.5304,62954.1672,57112.92480000001,9332.5896
1947,26276.0,650.3199999999999,3519.688,141720.0,232.32,182887.2,2531.344,263.3625,3123.76,64280.0,7727.0988,16663.3044,50167.326,42179.2504,60072.874,58593.14839999999,45432.46120000001,38464.5092,,35955.6608,59441.6444,55570.06,52704.4576,39946.806,42278.8844,50956.6844,21706.0704,17656.4304,39249.368,7289.352000000001,34583.9256,9748.7048,19414.4884,29675.5048,62057.8404,14631.4136,33715.5028,29042.3468,16647.8772,4054.1396,57573.0248,32919.7164,53266.90760000001,58887.5508,,40172.4288,3505.1884,4809.429599999999,51621.98239999999,,24395.5456,13987.328,57147.4912,25831.5608,22340.514,52174.7904,26007.0452,3704.4564,49706.4384,59385.7208,64280.0,5778.772,49802.8584,19712.1048,24792.1532,51395.7168,19717.89,64280.0,42233.2456,33556.0884,17233.468,14215.522,11234.2156,54774.91639999999,23673.0384,8597.45,48990.3592,27109.4472,20720.0152,53293.26239999999,15943.3684,56178.1488,27506.6976,50900.7608,46399.23239999999,64280.0,24823.0076,30302.8776,36357.4108,53379.3976,64280.0,64280.0,60720.1736,52211.43000000001,6240.0,62808.6308,64280.0,51365.5052,64087.8028,62218.5404,56445.5536,9223.5372
1948,25984.0,642.88,3488.192,140480.0,230.88,181884.8,2500.096,256.20000000000005,3083.84,63520.0,7635.7392,16466.2896,49574.18399999999,41680.5536,59362.61599999999,57900.38559999999,44895.3008,38009.7328,12116.44,35530.5472,58738.8496,54913.04,52081.3184,39474.504,41779.0096,50354.20959999999,21449.4336,17447.6736,,7203.168,34175.0304,9633.4432,19184.9456,29324.6432,61324.1136,14458.4224,33316.8752,28698.9712,16451.0448,4006.2064,56892.3232,32530.4976,52637.11840000001,58191.3072,38380.6896,39697.4592,3463.7456,4752.5664,51011.6416,63431.7072,24107.1104,13821.952,56471.8208,25526.1472,22076.376,51557.9136,25699.5568,3660.6576,49118.74559999999,58683.5872,63520.0,5710.448,49214.0256,19479.0432,24499.0288,50788.0512,19484.76,63520.0,41733.9104,33159.3456,17029.712,14047.448,11101.3904,54127.2976,23393.1456,8495.8,48411.1328,26788.9248,20475.0368,52663.1616,15754.8656,55513.9392,,,45850.6416,63520.0,24529.5184,29944.5984,35927.5472,52748.2784,63520.0,63520.0,60002.2624,51594.12,6160.0,62066.0272,63520.0,50758.1968,63330.07520000001,61482.9136,55778.18240000001,9114.4848
1949,25692.0,635.44,3456.696,139240.0,229.44,180882.4,2468.848,249.03750000000002,3043.92,62760.0,7544.3796,16269.2748,48981.042,41181.8568,58652.358,57207.6228,44358.1404,37554.9564,,35105.4336,58036.0548,54256.02,51458.1792,39002.202,41279.1348,49751.73479999999,21192.7968,17238.9168,38321.256,7116.984,33766.1352,9518.1816,18955.4028,28973.7816,60590.3868,14285.4312,32918.2476,28355.5956,16254.2124,3958.2732,56211.6216,32141.2788,52007.32920000001,57495.0636,37921.4748,39222.4896,3422.302799999999,4695.7032,50401.3008,62672.76360000001,23818.6752,13656.576,55796.1504,25220.7336,21812.238,50941.0368,25392.0684,3616.8588,48531.0528,57981.4536,62760.0,5642.124,48625.1928,19245.9816,24205.9044,50180.38560000001,19251.63,,41234.5752,32762.6028,16825.956,,10968.5652,53479.67879999999,23113.2528,8394.15,47831.9064,26468.4024,20230.0584,52033.0608,15566.3628,54849.7296,26856.2592,49697.1336,45302.0508,62760.0,24236.0292,29586.3192,35497.6836,52117.1592,62760.0,62760.0,,50976.81,6080.0,61323.4236,,50150.8884,62572.3476,60747.2868,55110.8112,
1950,25400.0,628.0,3425.2,138000.0,228.0,179880.0,2437.6,241.875,3004.0,62000.0,7453.02,16072.26,48387.89999999999,40683.16,57942.1,56514.85999999999,43820.98,37100.18,11826.5,34680.32000000001,57333.26,53599.0,50835.04,38529.89999999999,40779.26,49149.25999999999,20936.16,17030.16,37857.2,7030.8,33357.24000000001,9402.92,18725.86,,59856.66,14112.44,32519.62,28012.22,16057.38,3910.34,55530.92,31752.06,51377.54000000001,56798.82,37462.26,38747.52,3380.86,4638.84,49790.95999999999,61913.82,23530.24,13491.2,55120.48,24915.32,21548.1,50324.16,25084.58,3573.06,47943.36,57279.32,62000.0,,48036.36,19012.92,23912.78,49572.72,19018.5,62000.0,40735.24000000001,32365.86,16622.2,13711.3,,,22833.36,8292.5,47252.68,26147.88,19985.08,51402.96,15377.86,54185.52,26531.04,49095.32000000001,44753.45999999999,62000.0,23942.54,29228.04,35067.82000000001,51486.04,62000.0,62000.0,58566.44,50359.5,6000.0,60580.82,62000.0,49543.58,61814.62,60011.66,54443.44,8896.380000000001
1951,25108.0,620.56,3393.704,136760.0,226.56,178877.6,2406.352,234.71250000000003,2964.08,61240.0,7361.6604,15875.2452,47794.758,40184.4632,57231.842,55822.0972,43283.8196,36645.4036,11681.53,34255.2064,56630.4652,52941.98,50211.9008,38057.598,40279.3852,48546.7852,20679.5232,16821.4032,37393.144,6944.616,32948.3448,9287.6584,18496.3172,,59122.9332,13939.4488,,27668.8444,15860.5476,3862.4068,54850.2184,31362.8412,50747.7508,56102.5764,37003.0452,38272.55040000001,3339.4172,4581.9768,49180.6192,61154.8764,23241.8048,13325.824,54444.8096,24609.9064,21283.962,49707.2832,24777.0916,3529.2612,47355.6672,56577.1864,61240.0,5505.476000000001,47447.5272,18779.8584,23619.6556,48965.05440000001,18785.37,61240.0,40235.9048,31969.1172,16418.444,13543.226,10702.9148,52184.44119999999,22553.4672,8190.849999999999,46673.4536,25827.3576,19740.1016,50772.8592,15189.3572,53521.3104,26205.8208,48493.5064,44204.8692,61240.0,23649.0508,28869.7608,34637.9564,50854.9208,,,57848.5288,49742.19,5920.0,59838.2164,61240.0,,61056.8924,,53776.0688,8787.3276
1952,24816.0,613.12,3362.208,135520.0,225.12,177875.2,2375.1040000000003,227.55,2924.16,60480.0,7270.3008,15678.2304,47201.61599999999,39685.7664,56521.584,55129.33439999999,42746.6592,36190.6272,11536.56,33830.0928,55927.6704,52284.96,49588.7616,37585.296,39779.5104,47944.31039999999,20422.8864,16612.6464,36929.088,6858.432,32539.4496,9172.396799999999,18266.7744,27921.1968,58389.2064,,31722.3648,27325.4688,15663.7152,3814.4736,54169.5168,30973.6224,,55406.3328,36543.83040000001,37797.5808,3297.9744,4525.113600000001,48570.2784,60395.9328,22953.3696,13160.448,53769.13920000001,24304.4928,21019.824,49090.4064,24469.6032,3485.4624,46767.9744,55875.0528,60480.0,5437.152,46858.6944,18546.7968,23326.5312,48357.3888,18552.24,60480.0,39736.5696,31572.3744,16214.688,13375.152,10570.0896,51536.8224,22273.5744,8089.2,46094.2272,25506.8352,19495.1232,,15000.8544,52857.1008,25880.6016,47891.6928,43656.2784,60480.0,23355.5616,28511.4816,34208.0928,50223.8016,60480.0,60480.0,57130.6176,49124.88,5840.0,59095.6128,60480.0,48328.9632,60299.16480000001,58540.4064,53108.69760000001,8678.2752
1953,24524.0,605.6800000000001,3330.712,134280.0,223.68,176872.8,2343.8559999999998,220.38750000000005,2884.24,59720.0,7178.9412,15481.2156,46608.474,39187.0696,55811.326,54436.5716,42209.4988,35735.8508,11391.59,33404.9792,55224.8756,51627.94,48965.6224,37112.994,39279.6356,47341.83559999999,20166.2496,16403.8896,36465.032,6772.248000000001,32130.5544,9057.1352,,27570.3352,57655.4796,13593.4664,31323.7372,26982.0932,15466.8828,3766.5404,53488.8152,30584.4036,49488.1724,54710.0892,36084.6156,37322.6112,3256.5316,4468.2504,47959.9376,59636.9892,22664.9344,12995.072,53093.4688,23999.0792,20755.686,48473.5296,24162.1148,3441.6636,46180.2816,55172.9192,59720.0,5368.828,46269.8616,18313.7352,23033.4068,47749.72320000001,18319.11,59720.0,,31175.6316,16010.932,13207.078,10437.2644,50889.20359999999,21993.6816,7987.549999999999,45515.00079999999,25186.3128,19250.1448,49512.6576,14812.3516,52192.8912,25555.3824,47289.8792,43107.6876,59720.0,23062.0724,28153.2024,33778.2292,49592.6824,59720.0,59720.0,56412.7064,48507.57000000001,5760.0,58353.0092,59720.0,47721.6548,59541.4372,57804.7796,52441.32640000001,8569.2228
1954,24232.0,598.24,3299.2160000000003,133040.0,222.24,175870.4,2312.608,213.22500000000002,2844.3199999999997,58960.0,7087.5816,15284.2008,46015.33199999999,38688.3728,55101.068,53743.8088,41672.3384,,11246.62,32979.8656,54522.0808,50970.92,48342.4832,36640.692,38779.7608,46739.36079999999,19909.6128,16195.1328,36000.976,6686.064,31721.6592,8941.873599999999,17807.6888,27219.4736,56921.7528,13420.4752,30925.1096,26638.7176,15270.0504,,52808.1136,30195.1848,48858.3832,54013.8456,35625.4008,36847.6416,3215.0888,4411.3872,47349.5968,58878.0456,22376.4992,12829.696,52417.7984,23693.6656,20491.548,47856.6528,23854.6264,,45592.5888,54470.7856,58960.0,5300.504,45681.0288,18080.6736,22740.2824,47142.05760000001,18085.98,58960.0,38737.8992,30778.8888,15807.176,13039.004,,50241.5848,21713.7888,7885.9,44935.77439999999,24865.7904,19005.1664,48882.5568,14623.8488,51528.6816,25230.1632,46688.0656,42559.0968,58960.0,22768.5832,27794.9232,33348.3656,48961.5632,58960.0,58960.0,55694.7952,47890.26,5680.0,57610.4056,,47114.3464,58783.7096,57069.1528,51773.9552,8460.1704
1955,23940.0,590.8,3267.7200000000003,131800.0,220.8,174868.0,2281.3599999999997,206.0625,2804.4,58200.0,6996.222,15087.186,45422.19,38189.676,,53051.04599999999,41135.178,34826.298,11101.65,32554.752,53819.286,50313.9,47719.344,36168.39,38279.886,46136.886,19652.976,15986.376,,,31312.764,8826.612000000001,17578.146,26868.612,56188.026,13247.484,,26295.342,15073.218,3670.674,52127.412,29805.966,48228.594,53317.602,35166.186,36372.67200000001,3173.646,4354.523999999999,46739.25599999999,58119.10200000001,22088.064,12664.32,51742.128,23388.252,20227.41,47239.776,23547.138,3354.066,45004.89599999999,53768.652,58200.0,5232.18,45092.196,17847.612,22447.158,,17852.85,58200.0,38238.564,30382.146,15603.42,12870.93,10171.614,49593.96599999999,21433.896,7784.25,44356.548,24545.268,18760.188,48252.456,14435.346,50864.472,24904.944,46086.252,42010.50599999999,58200.0,22475.094,27436.644,32918.502,48330.444,58200.0,58200.0,54976.884,47272.95,5600.0,56867.802,58200.0,46507.038,58025.982,56333.526,51106.584,8351.118
1956,23648.0,583.3599999999999,3236.224,130560.0,219.36,173865.6,2250.112,198.90000000000003,2764.48,57440.0,6904.8624,14890.1712,44829.048,37690.9792,53680.552,52358.2832,40598.0176,34371.5216,10956.68,32129.6384,53116.4912,49656.88,47096.2048,35696.088,37780.0112,45534.4112,,15777.6192,35072.864,6513.696,30903.8688,8711.3504,17348.6032,26517.7504,55454.2992,13074.4928,30127.8544,25951.9664,14876.3856,3622.7408,51446.7104,29416.7472,47598.80480000001,52621.3584,34706.9712,35897.7024,3132.2032,4297.6608,46128.9152,57360.1584,21799.6288,12498.944,51066.4576,23082.8384,19963.272,46622.8992,23239.6496,3310.2672,44417.2032,53066.5184,57440.0,5163.856,,17614.5504,22154.0336,45926.72640000001,17619.72,57440.0,37739.2288,29985.4032,15399.664,12702.856,,48946.3472,21154.0032,7682.599999999999,43777.3216,24224.7456,18515.2096,47622.3552,14246.8432,50200.2624,24579.7248,45484.4384,41461.9152,57440.0,22181.6048,27078.3648,32488.6384,47699.3248,57440.0,57440.0,54258.9728,46655.64,5520.0,56125.1984,57440.0,45899.7296,57268.25440000001,55597.8992,50439.2128,8242.065600000002
1957,23356.0,575.92,3204.728,129320.0,217.92000000000002,172863.2,2218.864,191.7375,2724.56,56680.0,6813.5028,14693.1564,44235.906,37192.2824,52970.29399999999,51665.52039999999,40060.8572,33916.7452,10811.71,31704.5248,52413.6964,48999.86,46473.0656,35223.786,37280.1364,44931.9364,19139.7024,15568.8624,34608.808,,30494.9736,8596.0888,17119.0604,26166.8888,54720.5724,12901.5016,29729.2268,25608.5908,14679.5532,3574.8076,50766.0088,29027.5284,46969.01560000001,,,35422.7328,3090.7604,4240.7976,,56601.2148,21511.1936,12333.568,50390.7872,22777.4248,19699.134,46006.0224,22932.1612,3266.4684,43829.5104,52364.3848,56680.0,5095.532,43914.5304,17381.4888,21860.9092,45319.06080000001,17386.59,56680.0,37239.8936,29588.6604,15195.908,12534.782,9905.9636,48298.72839999999,20874.1104,7580.95,43198.0952,23904.2232,18270.2312,46992.2544,14058.3404,49536.0528,24254.5056,44882.62480000001,40913.3244,56680.0,21888.1156,26720.0856,32058.7748,47068.2056,56680.0,56680.0,53541.0616,46038.33,5440.0,55382.5948,56680.0,45292.4212,56510.52680000001,54862.2724,49771.84160000001,8133.0132
1958,23064.0,568.48,3173.232,128080.0,216.48000000000002,171860.8,2187.616,184.57500000000005,2684.64,55920.0,6722.1432,14496.1416,43642.764,36693.5856,52260.036,50972.7576,39523.69680000001,33461.9688,10666.74,31279.4112,51710.9016,48342.84,45849.9264,34751.484,36780.2616,44329.4616,,15360.1056,34144.752,6341.328,30086.0784,,16889.5176,25816.0272,53986.8456,12728.5104,29330.5992,25265.2152,,3526.8744,50085.3072,28638.3096,46339.22640000001,51228.8712,33788.5416,34947.7632,3049.3176,4183.9344,44908.2336,55842.2712,21222.7584,12168.192,49715.1168,22472.0112,19434.996,45389.1456,22624.6728,3222.6696,43241.81759999999,51662.2512,,5027.208000000001,43325.6976,17148.4272,21567.7848,,17153.46,,36740.5584,,14992.152,12366.708,9773.1384,47651.1096,,7479.299999999999,42618.8688,23583.7008,18025.2528,46362.1536,13869.8376,48871.8432,23929.2864,44280.8112,40364.73359999999,55920.0,21594.6264,26361.8064,31628.9112,46437.0864,55920.0,55920.0,52823.1504,45421.02,5360.0,54639.9912,55920.0,44685.1128,55752.7992,54126.6456,49104.47040000001,8023.960800000001
1959,22772.0,561.04,3141.736,126840.0,215.04000000000002,170858.4,2156.368,177.41250000000002,2644.72,55160.0,6630.7836,14299.1268,43049.622,36194.8888,51549.778,50279.99479999999,38986.5364,33007.1924,10521.77,30854.2976,51008.1068,47685.82,45226.7872,34279.182,36280.3868,43726.9868,18626.4288,15151.3488,33680.696,6255.144,29677.1832,8365.5656,16659.9748,25465.1656,53253.1188,12555.5192,28931.9716,24921.8396,14285.8884,3478.9412,49404.6056,28249.0908,45709.4372,50532.6276,33329.3268,34472.7936,3007.8748,4127.0712,44297.89279999999,55083.3276,20934.3232,12002.816,49039.4464,22166.5976,19170.858,44772.2688,22317.1844,,42654.1248,50960.1176,55160.0,4958.884,42736.8648,16915.3656,21274.6604,44103.72960000001,16920.33,55160.0,36241.2232,28795.1748,14788.396,,9640.313199999999,47003.49079999999,20314.3248,7377.65,42039.6424,23263.1784,17780.2744,45732.0528,13681.3348,48207.6336,23604.0672,43678.9976,39816.1428,55160.0,21301.1372,26003.5272,31199.0476,45805.9672,55160.0,55160.0,52105.2392,44803.71000000001,5280.0,53897.3876,55160.0,44077.8044,54995.0716,53391.0188,48437.0992,7914.9084
1960,22480.0,553.5999999999999,3110.24,125600.0,213.60000000000002,169856.0,2125.12,170.25,2604.7999999999997,54400.0,6539.424,14102.112,42456.48,35696.192,,49587.232,38449.376,32552.416,10376.8,30429.184,50305.312,47028.8,44603.648,33806.88,35780.512,43124.512,18369.792,14942.592,33216.64,6168.96,29268.288,8250.304,16430.432,25114.304,52519.392,,28533.344,24578.464,14089.056,3431.008,48723.904,27859.872,45079.648,49836.384,32870.112,33997.82400000001,2966.432,4070.208,43687.552,54324.38400000001,20645.888,11837.44,48363.776,21861.184,18906.72,44155.392,22009.696,3135.072,42066.432,50257.984,54400.0,4890.56,42148.032,16682.304,,43496.06400000001,16687.2,54400.0,35741.888,28398.432,14584.64,12030.56,9507.487999999998,46355.872,20034.432,7276.0,41460.416,22942.656,17535.296,45101.952,13492.832,47543.424,23278.848,43077.184,39267.552,54400.0,21007.648,25645.248,30769.184,45174.848,54400.0,54400.0,51387.328,44186.4,5200.0,53154.784,54400.0,43470.496,54237.344,52655.392,47769.728,7805.856000000001
1961,22188.0,546.16,3078.744,124360.0,212.16,168853.6,2093.872,163.08750000000003,2564.88,53640.0,6448.0644,13905.0972,41863.338,35197.4952,50129.262,48894.46919999999,37912.2156,32097.6396,10231.83,30004.0704,49602.5172,46371.78,43980.5088,33334.57799999999,35280.6372,42522.0372,18113.1552,14733.8352,32752.584,6082.776,28859.3928,,16200.8892,24763.4424,51785.6652,12209.5368,28134.7164,24235.0884,13892.2236,3383.0748,48043.2024,27470.6532,44449.8588,49140.1404,32410.8972,33522.8544,2924.9892,4013.3448,43077.2112,53565.44040000001,20357.4528,11672.064,47688.1056,21555.7704,18642.582,43538.5152,21702.2076,3091.2732,41478.7392,49555.8504,53640.0,4822.236,41559.1992,16449.2424,20688.4116,42888.39840000001,16454.07,53640.0,35242.5528,28001.6892,14380.884,11862.486,9374.662799999998,45708.25319999999,19754.5392,7174.349999999999,40881.1896,22622.1336,17290.3176,44471.8512,13304.3292,46879.2144,22953.6288,42475.3704,38718.9612,53640.0,20714.1588,25286.9688,30339.3204,44543.7288,53640.0,53640.0,50669.4168,43569.09,5120.0,52412.1804,53640.0,,53479.61640000001,51919.7652,47102.3568,7696.8036
1962,21896.0,538.72,3047.248,123120.0,210.72,167851.2,2062.624,155.925,2524.96,52880.0,6356.7048,13708.0824,41270.196,34698.7984,49419.004,48201.7064,37375.0552,31642.8632,10086.86,29578.9568,48899.7224,45714.76,43357.36960000001,32862.276,34780.7624,41919.5624,,14525.0784,,5996.592000000001,28450.4976,8019.7808,15971.3464,24412.5808,51051.9384,12036.5456,27736.0888,23891.7128,13695.3912,3335.1416,47362.5008,27081.4344,43820.0696,48443.8968,31951.6824,33047.8848,2883.5464,3956.4816,42466.8704,52806.4968,20069.0176,,47012.4352,21250.3568,18378.444,42921.6384,21394.7192,3047.4744,,48853.7168,52880.0,4753.912,40970.3664,16216.1808,20395.2872,42280.73280000001,16220.94,52880.0,34743.2176,27604.9464,14177.128,11694.412,9241.837599999999,45060.6344,19474.6464,7072.7,40301.9632,22301.6112,17045.3392,43841.7504,13115.8264,46215.0048,22628.4096,41873.55680000001,38170.3704,52880.0,,24928.6896,29909.4568,43912.6096,52880.0,52880.0,49951.5056,42951.78000000001,5040.0,51669.5768,52880.0,42255.8792,52721.8888,51184.1384,46434.98560000001,7587.751200000001
1963,21604.0,531.28,3015.7520000000004,121880.0,209.28,166848.8,2031.376,148.76250000000005,2485.04,52120.0,6265.3452,13511.0676,40677.054,34200.1016,48708.746,,36837.8948,,9941.89,29153.8432,48196.9276,45057.74,42734.2304,32389.974,34280.8876,41317.0876,17599.8816,14316.3216,31824.472,5910.408,28041.6024,7904.5192,,24061.7192,50318.2116,11863.5544,27337.4612,23548.3372,13498.5588,3287.2084,46681.7992,26692.2156,43190.2804,47747.6532,31492.4676,32572.9152,2842.103599999999,3899.6184,41856.52959999999,52047.5532,19780.5824,11341.312,46336.7648,20944.9432,18114.306,42304.7616,21087.2308,,40303.35359999999,48151.5832,52120.0,4685.588,40381.5336,15983.1192,20102.1628,41673.0672,15987.81,52120.0,34243.8824,27208.2036,13973.372,,9109.012399999998,44413.01559999999,19194.7536,6971.049999999999,39722.7368,,16800.3608,43211.6496,12927.3236,45550.7952,22303.1904,41271.7432,37621.77959999999,52120.0,20127.1804,24570.4104,29479.5932,43281.4904,52120.0,52120.0,49233.5944,42334.47,4960.0,50926.9732,52120.0,41648.5708,51964.1612,50448.5116,,7478.6988
1964,21312.0,523.8399999999999,2984.2560000000003,120640.0,207.84,165846.4,2000.128,141.60000000000002,2445.12,51360.0,6173.9856,13314.0528,40083.912,33701.4048,47998.488,46816.18079999999,36300.7344,30733.3104,9796.92,28728.7296,47494.1328,44400.72,42111.0912,31917.672,33781.0128,,17343.2448,14107.5648,31360.416,5824.224,27632.7072,7789.2576,15512.2608,23710.8576,49584.4848,11690.5632,26938.8336,23204.9616,13301.7264,3239.2752,46001.0976,26302.9968,42560.4912,,31033.2528,32097.9456,2800.6608,3842.7552,41246.1888,51288.6096,19492.1472,11175.936,45661.0944,20639.5296,17850.168,41687.8848,20779.7424,2959.8768,39715.6608,,51360.0,4617.264,39792.7008,15750.0576,19809.0384,41065.4016,15754.68,51360.0,33744.5472,26811.4608,13769.616,11358.264,8976.187199999998,43765.39679999999,18914.8608,6869.4,39143.5104,21660.5664,16555.3824,42581.5488,12738.8208,44886.5856,21977.9712,40669.9296,37073.1888,,19833.6912,24212.1312,29049.7296,42650.3712,51360.0,51360.0,48515.6832,41717.16,4880.0,50184.3696,51360.0,41041.2624,51206.4336,49712.8848,45100.2432,7369.646400000001
